 TIME_UT    SZA    [W.m-2]   st.dev 
 13.3000    74.40  217.160     3.48
 13.3167    74.52  215.032     3.20
 13.3333    74.64  212.598     3.52
 13.3500    74.76  209.552     4.17
 13.3667    74.88  208.114     2.77
 13.3833    75.00  206.739     3.65
 13.4000    75.13  207.227     3.93
 13.4167    75.25  203.288     3.93
 13.4333    75.37  201.071     4.04
 13.4500    75.50  200.895     3.99
 13.4667    75.62  198.487     3.90
 13.4833    75.75  197.814     3.16
 13.5000    75.87  196.401     2.96
 13.5167    76.00  193.227     3.77
 13.5333    76.12  189.951     3.63
 13.5500    76.25  188.105     3.22
 13.5667    76.38  184.956     4.41
 13.5833    76.51  183.288     3.20
 13.6000    76.64  179.426     3.41
 13.6167    76.76  177.094     2.88
 13.6333    76.89  173.959     4.05
 13.6500    77.02  173.732     3.83
 13.6667    77.15  171.758     4.14
 13.6833    77.28  169.171     3.70
 13.7000    77.41  167.668     4.07
 13.7167    77.55  165.426     3.87
 13.7333    77.68  163.936     3.62
 13.7500    77.81  161.720     3.67
 13.7667    77.94  159.350     3.15
 13.7833    78.08  157.286     4.27
 13.8000    78.21  156.383     3.56
 13.8167    78.34  154.026     3.84
 13.8333    78.48  151.937     3.39
 13.8500    78.61  149.171     3.88
 13.8667    78.75  146.738     3.27
 13.8833    78.88  144.291     3.84
 13.9000    79.02  141.436     3.01
 13.9167    79.16  138.671     3.60
 13.9333    79.29  137.653     2.94
 13.9500    79.43  134.760     3.61
 13.9667    79.57  133.207     3.47
 13.9833    79.71  129.803     3.97
 14.0000    79.84  128.888     3.47
 14.0167    79.98  125.651     3.59
 14.0333    80.12  122.707     3.38
 14.0500    80.26  121.268     3.97
 14.0667    80.40  118.248     3.81
 14.0833    80.54  114.959     3.79
 14.1000    80.68  113.674     2.85
 14.1167    80.83  111.023     2.58
 14.1333    80.97  108.143     2.77
 14.1500    81.11  104.625     3.39
 14.1667    81.25  103.581     3.22
 14.1833    81.39  100.421     3.02
 14.2000    81.54   97.349     3.66
 14.2167    81.68   96.217     3.03
 14.2333    81.82   94.574     2.75
 14.2500    81.97   92.140     4.20
 14.2667    82.11   89.706     4.41
 14.2833    82.26   86.073     3.34
 14.3000    82.40   80.348     4.39
 14.3167    82.55   71.204     5.05
 14.3333    82.69   65.465     3.22
 14.3500    82.84   63.287     3.31
 14.3667    82.98   65.395     3.69
 14.3833    83.13   69.213     3.66
 14.4000    83.28   68.859     2.93
 14.4167    83.42   68.313     2.88
 14.4333    83.57   66.301     3.16
 14.4500    83.72   65.666     3.81
 14.4667    83.87   62.454     3.55
 14.4833    84.02   62.202     2.78
 14.5000    84.16   59.041     2.84
 14.5167    84.31   57.564     3.65
 14.5333    84.46   54.033     3.33
 14.5500    84.61   53.118     3.59
 14.5667    84.76   50.339     4.01
 14.5833    84.91   48.442     3.12
 14.6000    85.06   45.395     3.49
 14.6167    85.21   44.722     3.68
 14.6333    85.36   43.411     3.12
 14.6500    85.51   41.590     2.70
 14.6667    85.66   39.565     3.17
 14.6833    85.81   36.659     2.95
 14.7000    85.96   34.059     3.23
 14.7167    86.11   33.042     3.14
 14.7333    86.26   30.480     2.64
 14.7500    86.41   27.996     3.28
 14.7667    86.56   26.570     2.81
 14.7833    86.71   24.213     3.04
 14.8000    86.86   24.956     2.54
 14.8167    87.01   23.568     2.98
 14.8333    87.16   21.479     4.06
 14.8500    87.31   20.181     3.44
 14.8667    87.46   18.142     3.50
 14.8833    87.61   15.862     2.13
 14.9000    87.76   13.760     2.91
 14.9167    87.91   13.214     3.15
 14.9333    88.06   11.840     3.22
 14.9500    88.21   10.631     3.71
 14.9667    88.36    9.753     3.01
 14.9833    88.50    8.927     2.39
 15.0000    88.65    9.543     3.94
 15.0167    88.79    7.926     2.72
 15.0333    88.94    6.819     3.11
 15.0500    89.08    5.776     3.19
 15.0667    89.22    5.664     2.62
 15.0833    89.35    5.290     3.35
 15.1000    89.49    4.190     2.98
 15.1167    89.62    2.433     3.52
 15.1333    89.75    2.678     3.16
 15.1500    89.87    2.783     3.33
 15.1667    90.61    1.625     3.08
 15.1833    90.77    1.067     2.73
 15.2000    90.94    1.644     3.05
 15.2167    91.10    0.780     2.87
 15.2333    91.27    1.102     2.53
 15.2500    91.43    2.355     2.43
 15.2667    91.59    0.623     2.85
 15.2833    91.76    0.869     2.74
 15.3000    91.93    0.000     2.72
 15.3167    92.09    0.000     3.14
 15.3333    92.26    0.000     3.56
 15.3500    92.42    0.000     2.66
 15.3667    92.59    0.000     3.27
 15.3833    92.76    0.000     2.38
 15.4000    92.92    0.000     3.07
 15.4167    93.09    0.000     2.90
 15.4333    93.26    0.000     3.06
 15.4500    93.43    0.000     3.48
 15.4667    93.59    0.000     3.22
 15.4833    93.76    0.000     3.17
 15.5000    93.93    0.000     2.84
 15.5167    94.10    0.000     3.06
 15.5333    94.27    0.000     3.21
 15.5500    94.44    0.000     3.23
 15.5667    94.61    0.000     2.10
 15.5833    94.78    0.000     3.06
 15.6000    94.95    0.000     2.93
 15.6167    95.12    0.000     2.53
 15.6333    95.29    0.000     2.47
 15.6500    95.46    0.000     3.05
 15.6667    95.63    0.000     2.41
 15.6833    95.80    0.000     3.28
 15.7000    95.97    0.000     2.97
 15.7167    96.14    0.000     3.05
 15.7333    96.32    0.000     2.39
 15.7500    96.49    0.000     2.59
 15.7667    96.66    0.000     3.54
 15.7833    96.83    0.000     2.40
 15.8000    97.00    0.000     2.96
 15.8167    97.18    0.000     2.75
 15.8333    97.35    0.000     2.41
 15.8500    97.52    0.000     2.17
 15.8667    97.70    0.000     3.02
 15.8833    97.87    0.000     3.51
 15.9000    98.05    0.000     2.94
 15.9167    98.22    0.000     2.82
 15.9333    98.39    0.000     2.67
 15.9500    98.57    0.000     3.04
 15.9667    98.74    0.000     3.14
 15.9833    98.92    0.000     3.19
 16.0000    99.09    0.000     3.58
 16.0167    99.27    0.000     3.46
 16.0333    99.44    0.000     3.60
 16.0500    99.62    0.000     4.00
 16.0667    99.79    0.000     3.14
 16.0833    99.97    0.000     2.65
 16.1000   100.15    0.000     3.53
 16.1167   100.32    0.000     2.64
 16.1333   100.50    0.000     3.11
 16.1500   100.67    0.000     3.20
 16.1667   100.85    0.000     2.12
 16.1833   101.03    0.000     2.75
 16.2000   101.21    0.000     2.60
 16.2167   101.38    0.000     3.29
 16.2333   101.56    0.000     2.44
 16.2500   101.74    0.000     2.26
 16.2667   101.92    0.000     3.81
 16.2833   102.09    0.000     2.97
 16.3000   102.27    0.000     3.43
 16.3167   102.45    0.000     3.97
 16.3333   102.63    0.000     2.80
 16.3500   102.81    0.000     2.84
 16.3667   102.99    0.000     2.07
 16.3833   103.17    0.000     3.35
 16.4000   103.35    0.000     2.87
 16.4167   103.53    0.000     3.35
 16.4333   103.70    0.051     3.57
 16.4500   103.89    0.000     2.68
 16.4667   104.06    0.000     3.13
 16.4833   104.25    0.000     2.28
 16.5000   104.42    0.013     2.47
 16.5167   104.61    0.000     3.37
 16.5333   104.79    0.370     2.57
 16.5500   104.97    0.000     2.54
 16.5667   105.15    0.000     2.71
 16.5833   105.33    0.102     3.00
 16.6000   105.51    0.000     2.87
 16.6167   105.69    0.000     2.44
 16.6333   105.87    0.000     2.44
 16.6500   106.05    0.000     2.62
 16.6667   106.23    0.000     2.42
 16.6833   106.42    0.332     2.67
 16.7000   106.60    0.498     2.73
 16.7167   106.78    0.000     2.69
 16.7333   106.96    0.000     3.02
 16.7500   107.14    0.000     3.05
 16.7667   107.33    0.000     2.60
 16.7833   107.51    0.000     2.59
 16.8000   107.69    0.000     3.28
 16.8167   107.88    0.000     3.27
 16.8333   108.06    0.000     3.99
 16.8500   108.24    0.000     3.07
 16.8667   108.42    0.000     4.00
 16.8833   108.61    0.026     3.35
 16.9000   108.79    0.026     2.90
 16.9167   108.97    0.000     2.88
 16.9333   109.16    0.000     3.01
 16.9500   109.34    0.000     2.55
 16.9667   109.53    0.000     3.30
 16.9833   109.71    0.000     3.48
 17.0000   109.89    0.153     2.95
 17.0167   110.08    0.931     3.27
 17.0333   110.26    0.344     3.15
 17.0500   110.45    0.089     3.97
 17.0667   110.63    0.434     3.42
 17.0833   110.82    0.765     2.62
 17.1000   111.00    0.166     3.04
 17.1167   111.19    0.000     3.27
 17.1333   111.37    1.072     3.27
 17.1500   111.56    0.000     2.58
 17.1667   111.74    0.344     2.68
 17.1833   111.93    0.765     2.48
 17.2000   112.11    0.077     2.52
 17.2167   112.30    0.000     3.41
 17.2333   112.48    0.000     2.48
 17.2500   112.67    0.051     2.81
 17.2667   112.86    0.000     3.04
 17.2833   113.04    0.128     3.61
 17.3000   113.23    0.000     2.93
 17.3167   113.42    0.000     2.68
 17.3333   113.60    0.370     3.31
 17.3500   113.79    0.587     2.70
 17.3667   113.97    0.000     3.08
 17.3833   114.16    0.000     2.00
 17.4000   114.35    0.000     2.86
 17.4167   114.53    0.000     3.01
 17.4333   114.72    1.174     2.28
 17.4500   114.91    0.000     3.01
 17.4667   115.09    0.383     3.46
 17.4833   115.28    0.000     3.09
 17.5000   115.47    0.153     3.29
 17.5167   115.66    1.161     2.35
 17.5333   115.84    0.000     2.38
 17.5500   116.03    0.000     2.84
 17.5667   116.22    0.880     2.78
 17.5833   116.41    0.000     2.81
 17.6000   116.59    0.089     2.27
 17.6167   116.78    0.000     2.41
 17.6333   116.97    0.000     2.46
 17.6500   117.16    1.531     3.32
 17.6667   117.34    0.000     3.52
 17.6833   117.53    0.434     3.37
 17.7000   117.72    0.268     2.92
 17.7167   117.91    0.000     3.23
 17.7333   118.09    0.000     3.22
 17.7500   118.28    0.893     3.19
 17.7667   118.47    0.880     3.25
 17.7833   118.66    0.000     2.74
 17.8000   118.85    0.000     3.25
 17.8167   119.04    0.000     2.67
 17.8333   119.22    0.000     3.59
 17.8500   119.41    0.000     2.63
 17.8667   119.60    0.000     2.26
 17.8833   119.79    0.000     3.00
 17.9000   119.98    0.536     3.04
 17.9167   120.17    0.332     3.10
 17.9333   120.36    0.000     2.25
 17.9500   120.55    0.000     2.87
 17.9667   120.73    0.344     2.35
 17.9833   120.92    0.383     3.03
 18.0000   121.11    0.000     3.05
 18.0167   121.30    0.191     3.27
 18.0333   121.49    0.000     2.98
 18.0500   121.68    0.000     3.17
 18.0667   121.87    0.000     2.91
 18.0833   122.06    0.102     3.34
 18.1000   122.25    0.000     2.55
 18.1167   122.44    0.000     2.52
 18.1333   122.63    0.357     2.42
 18.1500   122.81    0.000     2.28
 18.1667   123.00    0.638     3.23
 18.1833   123.19    0.306     3.10
 18.2000   123.38    0.663     2.48
 18.2167   123.57    0.000     3.26
 18.2333   123.76    0.357     4.15
 18.2500   123.95    0.000     2.90
 18.2667   124.14    0.344     3.52
 18.2833   124.33    1.646     2.44
 18.3000   124.52    0.689     2.90
 18.3167   124.71    0.510     3.02
 18.3333   124.90    0.612     2.25
 18.3500   125.09    0.000     2.67
 18.3667   125.28    1.493     2.56
 18.3833   125.47    1.033     3.05
 18.4000   125.66    0.000     2.93
 18.4167   125.85    0.230     3.43
 18.4333   126.04    0.625     2.83
 18.4500   126.23    1.289     2.41
 18.4667   126.42    0.995     2.94
 18.4833   126.61    0.166     2.96
 18.5000   126.80    0.357     2.38
 18.5167   126.98    1.429     3.46
 18.5333   127.17    1.659     3.21
 18.5500   127.36    0.000     3.02
 18.5667   127.55    0.459     2.88
 18.5833   127.74    1.148     3.80
 18.6000   127.93    0.204     3.32
 18.6167   128.12    1.199     3.65
 18.6333   128.31    1.722     3.01
 18.6500   128.50    0.574     2.74
 18.6667   128.69    0.319     3.34
 18.6833   128.88    0.880     3.65
 18.7000   129.07    0.357     3.70
 18.7167   129.26    1.059     3.35
 18.7333   129.45    0.561     3.52
 18.7500   129.64    0.459     2.46
 18.7667   129.83    0.906     3.42
 18.7833   130.02    0.561     2.92
 18.8000   130.21    0.153     2.70
 18.8167   130.40    0.319     2.76
 18.8333   130.59    0.421     3.55
 18.8500   130.78    0.000     3.02
 18.8667   130.96    0.000     2.85
 18.8833   131.15    0.536     3.01
 18.9000   131.34    1.135     3.57
 18.9167   131.53    0.638     3.07
 18.9333   131.72    0.128     2.68
 18.9500   131.91    0.561     3.15
 18.9667   132.10    0.778     3.45
 18.9833   132.29    0.778     2.79
 19.0000   132.48    0.077     3.08
 19.0167   132.66    0.000     2.94
 19.0333   132.85    0.855     2.43
 19.0500   133.04    0.868     2.83
 19.0667   133.23    0.868     2.71
 19.0833   133.42    0.281     2.47
 19.1000   133.61    1.161     2.97
 19.1167   133.80    0.000     2.82
 19.1333   133.99    0.498     4.39
 19.1500   134.17    0.000     2.70
 19.1667   134.36    0.000     2.72
 19.1833   134.55    0.000     2.90
 19.2000   134.74    0.676     3.09
 19.2167   134.93    0.000     2.91
 19.2333   135.12    0.000     3.88
 19.2500   135.30    0.217     2.77
 19.2667   135.49    0.179     3.71
 19.2833   135.68    0.510     2.57
 19.3000   135.87    0.000     3.05
 19.3167   136.05    0.000     3.48
 19.3333   136.24    0.000     2.82
 19.3500   136.43    0.000     2.53
 19.3667   136.62    0.000     2.42
 19.3833   136.80    0.000     2.78
 19.4000   136.99    0.000     3.00
 19.4167   137.18    0.000     2.56
 19.4333   137.36    0.000     3.16
 19.4500   137.55    0.000     3.90
 19.4667   137.74    0.000     3.55
 19.4833   137.92    0.000     2.54
 19.5000   138.11    0.000     3.14
 19.5167   138.30    0.000     2.65
 19.5333   138.48    0.000     3.85
 19.5500   138.67    0.000     3.68
 19.5667   138.85    0.000     2.84
 19.5833   139.04    0.000     2.74
 19.6000   139.22    0.000     3.87
 19.6167   139.41    0.293     3.16
 19.6333   139.60    0.000     3.81
 19.6500   139.78    0.000     3.21
 19.6667   139.97    0.000     3.25
 19.6833   140.15    0.000     2.79
 19.7000   140.34    0.000     2.61
 19.7167   140.52    0.000     3.32
 19.7333   140.70    0.000     3.59
 19.7500   140.89    0.000     2.19
 19.7667   141.07    0.000     3.23
 19.7833   141.26    0.000     2.78
 19.8000   141.44    0.000     3.93
 19.8167   141.62    0.179     2.79
 19.8333   141.81    0.498     3.10
 19.8500   141.99    0.000     3.18
 19.8667   142.17    0.000     3.09
 19.8833   142.35    0.000     2.99
 19.9000   142.54    0.000     3.42
 19.9167   142.72    0.000     2.40
 19.9333   142.90    1.403     3.86
 19.9500   143.08    0.000     3.65
 19.9667   143.26    0.000     3.48
 19.9833   143.45    0.000     4.18
 20.0000   143.63    0.000     2.84
 20.0167   143.81    0.000     3.57
 20.0333   143.99    0.000     2.46
 20.0500   144.17    0.000     2.94
 20.0667   144.35    0.217     3.17
 20.0833   144.53    0.000     3.33
 20.1000   144.71    0.000     2.71
 20.1167   144.89    0.000     2.53
 20.1333   145.07    0.000     2.77
 20.1500   145.25    0.000     3.11
 20.1667   145.43    0.000     3.61
 20.1833   145.60    0.000     2.62
 20.2000   145.78    0.000     2.96
 20.2167   145.96    0.000     3.20
 20.2333   146.14    0.000     2.97
 20.2500   146.31    0.000     3.50
 20.2667   146.49    0.140     3.17
 20.2833   146.67    0.000     2.99
 20.3000   146.84    0.000     2.48
 20.3167   147.02    0.000     3.44
 20.3333   147.19    0.000     3.56
 20.3500   147.37    0.000     2.75
 20.3667   147.54    0.000     3.07
 20.3833   147.72    0.000     3.52
 20.4000   147.89    0.000     2.18
 20.4167   148.07    0.000     3.19
 20.4333   148.24    0.000     2.69
 20.4500   148.41    0.000     2.95
 20.4667   148.58    0.000     3.25
 20.4833   148.76    0.000     3.39
 20.5000   148.93    0.000     2.95
 20.5167   149.10    0.000     2.67
 20.5333   149.27    0.217     2.66
 20.5500   149.44    0.000     3.50
 20.5667   149.61    0.064     2.72
 20.5833   149.78    0.000     3.06
 20.6000   149.95    0.000     3.74
 20.6167   150.12    0.000     3.04
 20.6333   150.28    0.000     2.20
 20.6500   150.45    0.000     2.98
 20.6667   150.62    0.000     3.64
 20.6833   150.79    0.000     2.78
 20.7000   150.95    0.000     3.17
 20.7167   151.12    0.000     3.00
 20.7333   151.28    0.434     2.93
 20.7500   151.45    0.472     3.30
 20.7667   151.61    0.995     3.16
 20.7833   151.77    0.000     3.36
 20.8000   151.94    0.000     3.26
 20.8167   152.10    0.000     3.31
 20.8333   152.26    0.217     3.89
 20.8500   152.42    0.000     3.22
 20.8667   152.58    0.000     3.26
 20.8833   152.74    0.702     3.63
 20.9000   152.90    0.344     3.32
 20.9167   153.06    0.115     4.15
 20.9333   153.22    1.072     3.73
 20.9500   153.37    0.230     3.48
 20.9667   153.53    0.000     3.31
 20.9833   153.68    1.352     4.10
 21.0000   153.84    0.906     4.88
 21.0167   153.99    0.000     4.17
 21.0333   154.15    0.000     5.87
 21.0500   154.30    0.115     4.25
 21.0667   154.45    0.000     4.23
 21.0833   154.60    0.000     5.87
 21.1000   154.75    0.000     6.42
 21.1167   154.90    0.051     3.69
 21.1333   155.05    0.000     4.73
 21.1500   155.20    0.000     6.15
 21.1667   155.34    0.000     4.09
 21.1833   155.49    1.161     4.46
 21.2000   155.63    0.000     4.53
 21.2167   155.78    0.000     3.99
 21.2333   155.92    0.549     3.66
 21.2500   156.06    0.676     3.42
 21.2667   156.20    0.000     3.74
 21.2833   156.34    0.000     4.34
 21.3000   156.48    0.115     3.01
 21.3167   156.62    0.357     3.90
 21.3333   156.76    0.000     4.22
 21.3500   156.89    0.396     4.58
 21.3667   157.03    0.549     3.55
 21.3833   157.16    0.000     4.00
 21.4000   157.29    0.115     3.56
 21.4167   157.43    0.765     3.39
 21.4333   157.56    0.230     3.76
 21.4500   157.68    0.000     3.08
 21.4667   157.81    0.000     3.23
 21.4833   157.94    0.485     2.64
 21.5000   158.06    0.408     2.82
 21.5167   158.19    0.000     2.78
 21.5333   158.31    0.957     3.65
 21.5500   158.43    0.498     3.13
 21.5667   158.55    0.000     3.37
 21.5833   158.67    0.396     3.42
 21.6000   158.79    0.600     3.17
 21.6167   158.90    1.123     3.36
 21.6333   159.02    0.753     3.50
 21.6500   159.13    0.293     2.73
 21.6667   159.24    1.289     3.34
 21.6833   159.35    1.021     2.68
 21.7000   159.46    0.000     2.75
 21.7167   159.56    0.000     2.19
 21.7333   159.67    0.000     2.28
 21.7500   159.77    0.523     2.96
 21.7667   159.87    0.000     2.27
 21.7833   159.97    0.000     3.05
 21.8000   160.07    0.102     2.52
 21.8167   160.17    0.000     3.17
 21.8333   160.26    0.000     2.97
 21.8500   160.36    0.000     2.92
 21.8667   160.45    0.306     2.78
 21.8833   160.54    0.000     2.94
 21.9000   160.62    0.000     3.35
 21.9167   160.71    0.000     3.07
 21.9333   160.79    0.587     2.42
 21.9500   160.87    0.396     2.97
 21.9667   160.95    0.230     2.72
 21.9833   161.03    0.383     3.07
 22.0000   161.11    1.059     3.06
 22.0167   161.18    0.293     3.13
 22.0333   161.25    0.906     3.44
 22.0500   161.32    1.531     2.80
 22.0667   161.39    0.000     3.07
 22.0833   161.45    0.000     2.43
 22.1000   161.52    0.115     2.76
 22.1167   161.58    0.357     3.64
 22.1333   161.64    0.000     3.15
 22.1500   161.69    0.000     2.99
 22.1667   161.75    0.000     2.32
 22.1833   161.80    0.765     2.82
 22.2000   161.85    0.791     2.22
 22.2167   161.90    0.868     2.92
 22.2333   161.94    0.600     2.53
 22.2500   161.98    0.982     2.61
 22.2667   162.02    0.000     2.87
 22.2833   162.06    0.931     3.06
 22.3000   162.10    0.561     3.77
 22.3167   162.13    1.378     2.94
 22.3333   162.16    0.536     2.61
 22.3500   162.19    0.179     2.91
 22.3667   162.21    1.059     2.81
 22.3833   162.24    1.748     2.83
 22.4000   162.26    0.485     3.10
 22.4167   162.28    1.824     2.65
 22.4333   162.29    1.033     2.51
 22.4500   162.30    0.549     3.13
 22.4667   162.31    0.000     2.78
 22.4833   162.32    0.000     3.16
 22.5000   162.33    0.000     2.97
 22.5167   162.33    0.038     2.92
 22.5333   162.33    0.000     2.77
 22.5500   162.33    0.000     2.81
 22.5667   162.33    0.000     2.90
 22.5833   162.32    0.561     2.98
 22.6000   162.31    0.880     3.04
 22.6167   162.30    0.000     2.73
 22.6333   162.28    0.000     2.78
 22.6500   162.27    0.893     2.70
 22.6667   162.25    0.727     3.79
 22.6833   162.23    0.000     2.87
 22.7000   162.20    0.064     3.23
 22.7167   162.18    0.561     3.45
 22.7333   162.15    1.225     3.32
 22.7500   162.12    0.242     3.11
 22.7667   162.08    0.000     2.87
 22.7833   162.05    0.753     3.02
 22.8000   162.01    1.442     2.74
 22.8167   161.97    0.000     3.49
 22.8333   161.92    0.396     3.44
 22.8500   161.88    1.454     3.50
 22.8667   161.83    0.281     2.57
 22.8833   161.78    0.242     3.47
 22.9000   161.73    1.301     3.62
 22.9167   161.67    0.740     2.97
 22.9333   161.61    1.161     2.75
 22.9500   161.55    0.600     3.46
 22.9667   161.49    0.842     3.38
 22.9833   161.43    2.462     3.71
 23.0000   161.36    1.442     3.41
 23.0167   161.29    1.901     2.78
 23.0333   161.22    1.544     3.67
 23.0500   161.15    1.301     3.36
 23.0667   161.08    0.242     2.72
 23.0833   161.00    1.021     2.86
 23.1000   160.92    0.982     3.05
 23.1167   160.84    1.059     3.04
 23.1333   160.76    0.459     2.91
 23.1500   160.68    1.352     3.01
 23.1667   160.59    0.000     2.33
 23.1833   160.50    0.000     2.96
 23.2000   160.41    0.306     2.46
 23.2167   160.32    0.089     2.84
 23.2333   160.23    0.523     3.22
 23.2500   160.13    0.000     2.53
 23.2667   160.03    0.000     2.52
 23.2833   159.94    0.727     3.06
 23.3000   159.84    0.000     3.36
 23.3167   159.73    0.000     2.48
 23.3333   159.63    0.714     2.75
 23.3500   159.52    0.549     2.88
 23.3667   159.42    0.000     3.32
 23.3833   159.31    0.612     2.83
 23.4000   159.20    0.689     2.90
 23.4167   159.09    0.128     3.07
 23.4333   158.97    0.000     3.02
 23.4500   158.86    0.727     3.33
 23.4667   158.74    0.651     2.78
 23.4833   158.62    0.472     3.30
 23.5000   158.50    0.000     2.75
 23.5167   158.38    1.352     3.45
 23.5333   158.26    0.153     3.14
 23.5500   158.14    0.982     3.19
 23.5667   158.01    1.161     2.24
 23.5833   157.89    1.978     3.69
 23.6000   157.76    0.242     3.12
 23.6167   157.63    1.033     4.13
 23.6333   157.50    1.250     3.12
 23.6500   157.38    0.727     3.30
 23.6667   157.24    2.858     3.68
 23.6833   157.11    1.812     4.37
 23.7000   156.98    0.612     3.47
 23.7167   156.84    0.689     3.55
 23.7333   156.71    2.131     4.71
 23.7500   156.57    0.970     3.00
 23.7667   156.43    2.335     4.25
 23.7833   156.29    2.118     3.84
 23.8000   156.15    1.289     4.61
 23.8167   156.01    1.544     4.57
 23.8333   155.87    1.378     4.54
 23.8500   155.72    1.403     5.49
 23.8667   155.58    1.595     4.57
 23.8833   155.43    1.072     5.14
 23.9000   155.29    2.207     5.09
 23.9167   155.14    0.574     3.97
 23.9333   154.99    0.000     5.60
 23.9500   154.84    0.000     5.02
 23.9667   154.69    0.000     4.42
 23.9833   154.54    0.000     4.81
 24.0000   154.39    1.531     3.29
